Unnamed: 0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,22/01/1900,extra che mi vengono in mente ma non sono importatini per la tavola prospect al momento (anche se potrebbero comparire come variabili nella descrizione volendo),Unnamed: 24,Unnamed: 25,Unnamed: 26,ancoraggio,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,NOTE PER L'UFFICIO TECNICO,Unnamed: 33,Unnamed: 34,Unnamed: 35
riipetutoxum401,,,,,,,,,,,,,,,,,,,,,,,,Xu Urban,,,,Traffic,,,,"AGGIORNATO, 3D DA CARICARE -andres DOPPIONE",,,riipetuto xum401
acquaesabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acqua e sabbia
xp28alu,,150x170x89,<100,>3,470x450,21.5,"21,5",vasca/tub,150x70x15,vasca/tub,21.4,,"COMPOSTA DA:

- montanti in alluminio sez. cm 9x9 EN A W – 6060
- vasche gioco in polietilene stampo rotazionale riciclabile


UNI EN 1177: a norma consigliati mq. 21.4 antitrauma sp. mm 30
La gomma antitrauma non è necessaria se la struttura è posata su prato
","COMPOSED OF:

- aluminium struts: cross section 9x9 cm made of EN A W - 6060
- rotationally-moulded, recyclable polyethylene gaming trays

UNI EN 1177: this norm suggests 21.4 square meters of safety matting, thickness 30 mm
The safety matting is not necessary, if the strucure is placed on lawn

",,"Polietilene, Alluminio",,EN-1176,5,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/12af03a5294d4539adf872bf8d70cc52/embed,,,,,,,"AGGIORNATO, 3D DA CARICARE - ANDRES",,,xp28 alu
xp09b,,48x74x130,,,,,,,,,,,- Fontana in alluminio con base in polietilene.,- Aluminum fountain with polyethylene base.,,"Alluminio, Polietilene",,,,,,,,,https://sketchfab.com/models/417b5205ac48417c9609e6e625a7f10e/embed,,,,,,- Aluminium-Brunnen mit Polyethylen-Sockel.,da caricare,,,xp09b
xp09,,20x20x120,,,,,,,,,,,,,,Alluminio,,,,,,,,,https://sketchfab.com/models/008e2c8b9f8a44a3b23b39af5bad7fac/embed,,,,,,,da caricare,,,xp09
xp12b,,48x74x143,,,,,,,,,82,,- Fontana in alluminio con base in polietilene.,- Aluminum fountain with polyethylene base.,,"Alluminio, Polietilene",,,,,,,,,https://sketchfab.com/models/e2fee3b04c6f459c8c3ed1b47ad35505/embed,,,,,,- Aluminium-Brunnen mit Polyethylen-Sockel.,PARZIALE - ANDRES,,,xp12b
xp12,,12x12x127,,,,,,,,,,,- Fontana in alluminio,,,Alluminio,,,,,,,,,https://sketchfab.com/models/a44401ce050e46a1aa83f7541bb54c49/embed,,,,,,,da caricare,,,xp12
xps15,,138x25x73,<100,>2,300x300,,,,,,,,"COMPOSTA DA:

- realizzato interamente in tubolare di acciaio inox V2A;
- manopole e seduta rivestite in gomma EPDM antishock;
- sistema di cuscinetti alla base per la rotazione di 360°.
","COMPOSED OF:

- made entirely of tubular V2A stainless steel;
- grips and seat covered in anti-shock EPDM rubber;
- base bearing system for 360° rotation. ",,Acciaio inox,,EN-1176,1,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/dfdb57304461442a80d54872b740f576/embed,,,,,,,PARZIALE - ANDRES,,,xps15
xpm15,,149x62x112,<100,<3,449x362,17,17,completo/complete,149x62x112,completo/complete,55,,"COMPOSTA DA:
 
- montanti in alluminio 9x9cm con calotta
- polietilene riciclabile da 19 mm con disegni e manopole per il gioco di abilitá
- kit bulloneria zincata 

UNI EN 1177: a norma consigliati mq. sopra indicati
La gomma antitrauma non è necessaria se la struttura è posata su prato
","COMPOSED OF:
 
- aluminium uprights 9x9cm with cap
- 19 mm recyclable polyethylene with designs and knobs for skill games
- galvanised hardware kit 

UNI EN 1177: recommended sqm. above
The safety matting is not necessary, if the strucure is placed on lawn
",,"Polietilene, Alluminio",,EN-1176,2,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/d4f3bd4b7c754158a00cc4af5d4796d0/embed,,,,,,,"AGGIORNATO, 3D DA CARICARE - ANDRES",,,xpm15
xp04,,140x87x55,<100,> 2,387x440,,,,,,,,"COMPOSTA DA:

 

- vasca singola cm 140x78,  h 55 in legno e polietilene","COMPOSED OF:

 

-single tray, 140x78 cm, height 55 cm, made of wood and polyethylene",,"Legno trattato, Polietilene",,EN-1176,4,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/ee9a878983b445c69244375cfda4c329/embed,,,,,,,PARZIALE - ANDRES,,,xp04
xp13,,124x59x52,<100,> 2,424x359,15,15,,,,,,"COMPOSTA DA:

- piano gioco sagomato in polietilene sp. mm 19
- piedi h cm 50 in tubolare acciaio zincato
- due vaschette asportabili in alluminio
- kit bulloneria zincata ","COMPOSED OF:
 
- shaped polyethylene playing top: 19 mm thick
- feet, h 50 cm, made of galvanised tubular steel
- two removable aluminium trays
- kit with galvanised bolts for assembly ",,"Polietilene, Polietilene, Acciaio",,EN-1176,4,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/b63f8945e7dc41d1aa157061ec637753/embed,,,,,,,PARZIALE - ANDRES,,,xp13
xp08,,149x173x73,<100,> 2,449 x 473,"21,5","21,5",completo/full,149x173x73,completo/full,55,,"COMPOSTA DA:
- piano gioco sagomato in polietilene 
bicolore sp. mm. 19
- piedi in alluminio 7x7 cm.
- vaschette e bicchieri in pe rotazionale
- kit bulloneria zincata con tappi plastici
Se installato su prato o terreno naturale non necessita di 
gomma o antitrauma sfuso (altezza di caduta <100 cm.)","COMPOSED OF:
- shaped polyethylene playing top: 15 mm thick
- aluminium feet: cross section 7x7 
-  rotationally-moulded, recyclable polyethylene trays and 
glasses
- kit with galvanised bolts for assembly and plastic plugs
If placed on grass or natural soil rubber o loose safety 
matting is not required (free fall height <100 cm.)",,"Polietilene, Alluminio",,EN-1176,6,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/3034659e9be84c9c8b3a248c2bc7edf9/embed,,,,,,,PARZIALE - ANDRES,,,xp08
xp03,,344x301x133,<100,> 2,583x639,,,,,,,,"COMPOSTA DA:


- montanti per fontanella costituiti da palo profilato diam. mm 125 in lega di alluminio EN A W   6060 conforme alle normative UNI EN 5753 - 3 e UNI EN 755
- verniciato a polvere con polveri epossidiche, dotato di erogatore ottonato a pulsante e applicazioni in polietilene
- vasche per sabbia/acqua costituite da piantoni portanti in le gno bilamellare sez. cm 9x9
- telaio rettangolare in assito smussato di massello sp. mm 40
- piano di contenimento in laminato trattato per esterni
- materiale legnoso tutto impregnato in autoclave
- bulloneria utilizzata per l'assemblaggio della struttura sarà alloggiata in apposite capsule in materiale plastico colorato ad alta resistenza
- tutti i materiali plastici utilizzati sono completamente riciclabili","COMPOSED OF:


- fountain made of 125 mm diameter pole in profiled aluminium alloy EN A W - 6060, with epoxy powder coating
- brass powder coated spout with push-button operation 
- accessories made of recyclable polyethylene
- 4 trays for sand/water with HPL bottom and profile in rounded solid wood
- kit with galvanized bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,8,,,11/04/2025,Acqua e Sabbia,XP Plus,https://sketchfab.com/models/1f6b702f92e944df854568bd10315b0d/embed,,,,,,,PARZIALE - ANDRES,,,xp03
xcsp01,,460x260x245,<100,> 2,,,,,,,,,"COMPOSTA DA:

- pergola autoportante cm 274x483 + telo pvc
- montanti in legno bilamellare sez. cm 9x9
- travi doppie e ombreggianti in massello sp. mm. 42
- tavolo/panche Personal corpo unico con schienale in massello sp. mm 42
- sabbiera cm 200x200 in massello smussato + telo pvc
- profilo sabbiera in polietilene sp. mm 19
- kit bulloneria zincata","COMPOSED OF:
 
- freestanding pergola 274x483 cm + PVC sheet
- Glulam two-layer struts: cross section 9x9 cm
- double, shade-providing solid wood beams: 42 mm thick
- table/benches model PERSONAL, single body with solid wood backrest: 42 mm thick
- sandpit: 200x200 cm, made of bevelled solid wood + PVC sheet
- polyethylene sandpit profile: 19 mm thick
- kit with galvanised bolts",,Polietilene,,EN-1176,,,,11/04/2025,Acqua e Sabbia,arredo,https://sketchfab.com/models/0e71c4da505e43f8807580eb8fe45c67/embed,,,,,,,PARZIALE - ANDRES,,,xcsp01
xcs10,,396x200x35,<100,>2,696x500,35,35,fiachi laterali/lateral sides,3x396x35,fiachi laterali/lateral sides,70,,"COMPOSTA DA:

- struttura in legno lamellare cm 400 con fresatura per piani scorrevoli.
- pianali scorrevoli in Polietilene spessore 19mm.
- fermi di protezione anti-schiacciamento.
- kit bulloneria zincata con tappi plastici.

se installata su prato o terreno naturale non necessita di gomma o antitrauma sfuso.

STRUTTURA PIENAMENTE CONFORME AL D.M. 
07/02/2023 C.A.M.
","COMPOSED OF:

- 400 cm glulam structure with milling for sliding shelves.
- sliding shelves in Pe.
- anti-crushing protection stops.
- galvanised hardware kit with plastic caps.

if placed on grass or natural soil, rubber or loose safety matting is not required.

STRUCTURE FULLY COMPLIANT WITH D.M. 
07/02/2023 C.A.M.
",,Polietilene,,EN-1176,8,,,11/04/2025,Acqua e Sabbia,XC Classic,https://sketchfab.com/models/cfcb9c939c8942018a3581265de9b5b4/embed,,,,,,,PARZIALE - ANDRES,,,xcs10
xcs03,,300x200x28.5,<100,> 2,504x400,,,,,,,,"COMPOSTA DA:

- tre file di legni squadrati sez. cm  9x9 antischeggia
- quattro applicazioni in polietilene sp. mm 19 su due lati corti uso banco appoggio
- kit bulloneria zincata","COMPOSED OF:

- three rows of 9x9 cm cross-section squared splinter-free wood 
- polyethylene benches, 19 mm thick, on the two short sides
- kit with galvanized bolts for assembly ",,Polietilene,,EN-1176,8,,,11/04/2025,Acqua e Sabbia,XC Classic,https://sketchfab.com/models/c472b6cea53d4d2199aff961fea664a4/embed,,,,,,"KOMPONIERT DURCH:

- drei Reihen von 9x9 cm großen, quadratischen Spanplatten
- vier 19 mm dicke Polyethylen-Applikationen an zwei kurzen Seiten für den Thekeneinsatz
- verzinkter Beschlagsatz",PARZIALE - ANDRES,,,xcs03
xcs04,,300x300x30,<100,> 2,500x500,,,,asd,,,,"COMPOSTA DA:

- quattro file di legni squadrati sez. cm 9x9 antischeggia
- applicazioni in polietilene sp. mm 19 perimetrali uso banco appoggio
- quattro dischi angolari di giunzione utilizzabili anche da tendirete
- kit bulloneria zincata","COMPOSED OF:

- four rows of 9x9 cm cross-section squared splinter-free wood 
- polyethylene benches, 19 mm thick, on every side
- four junction discs at the corners, also suitable as net tighteners
- kit with galvanized bolts for assembly and plastic plugs",,Polietilene,,EN-1176,8,,,11/04/2025,Acqua e Sabbia,XC Classic,https://sketchfab.com/models/f3fc51b7a15f4844946cf220c3ab729c/embed,,,,,,,PARZIALE - ANDRES,,,xcs04
xcs05,,456x306x30,<100,> 2,756x606,32.5,32.5,,,,,,"COMPOSTA DA:

- quattro file di legni squadrati sez. cm 9x9 antischeggia
- applicazioni in polietilene sp. mm 19 perimetrali uso banco appoggio
- sei dischi angolari di giunzione utilizzabili anche da tendirete
- kit bulloneria zincata","COMPOSED OF:

- four rows of 9x9 cm cross-section squared splinter-free wood 
- poliethylene benches, 19 mm thick, on every side
- six junction discs, also suitable as net tighteners
- kit with galvanized bolts for assembly ",,Polietilene,,EN-1176,10,,,11/04/2025,Acqua e Sabbia,XC Classic,https://sketchfab.com/models/75e95ce1dba74694af6e70bfd0602844/embed,,,,,,,PARZIALE - ANDRES,,,xcs05
xcs06,,300x300x28.5,<100,> 2,600x600,,,,,,,,"COMPOSTA DA:

- tre file di legni squadrati sez. cm  9x9 antischeggia
- quattro applicazioni in polietilene sp. mm 19 su due lati corti uso banco appoggio
- kit bulloneria zincata ","COMPOSED OF:

- three rows of 9x9 cm cross-section squared splinter-free wood 
- HPL benches, 15 mm thick, on the two short sides
- kit with galvanized bolts for assembly ",,Polietilene,,EN-1176,10,,,11/04/2025,Acqua e Sabbia,XC Classic,https://sketchfab.com/models/15f2e4bce8da485088d579f67773f823/embed,,,,,,,PARZIALE - ANDRES,,,xcs06
xcs08,,213x213x40,<100,525x525,28,28,,,,,,,,,,Polietilene,,EN-1176,14,,,11/04/2025,Acqua e Sabbia,XC Classic,https://sketchfab.com/models/931c0312c5c8461cabf2235689848507/embed,,,,,,,PARZIALE - ANDRES,,,xcs08
giochistatici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,giochi statici
xfl100,,22x40x130,<100,>3,322x240,,,,,,,,"COMPOSTA DA:

- coppia tubolari alluminio 
- coppia sagoma fiorellino traforato in polietilene smussato
- tubo sotteraneo di collegamento in materiale plastico
- kit bulloneria zincata

altezza caduta <100 cm. minimo prato o terreno naturale richiesto.

Dimensioni e area di sicurezza riferite a singolo elemento.
Distanza consigliata tra i vox 10/15 mt.
","COMPOSED OF:
 
- pair of aluminium tubes 
- pair of perforated flower shapes made of bevelled polyethylene
- plastic underground connecting tube
- kit with galvanised bolts 
free fall heigh <100 cm. grass or natural soil is required

Dimensions and safety area refer to the single element.
Raccomended minimum distance between elements 10/15 mt.
",,"Polietilene, Alluminio",,EN-1176,2,,,,Giochi statici,XFL Flora,https://sketchfab.com/models/815e7d0e89414469921473e792fba6af/embed,,,Vox,,,,PARZIALE - ANDRES,,,xfl100
xed20,,60x35x150,<100,>3,360x335,,,,,,,,"COMPOSTA DA:

- elementi portanti in tubolare mm 133 in acciaio verniciato
- innesto in tubolare mm 60 in acciaio verniciato
- sagome fiore traforato in polietilene stampo rotazionale
- tubo sotteraneo di collegamento in materiale plastico
- kit bulloneria zincata con tappi plastici

altezza caduta <100 cm. minimo prato o terreno 
naturale richiesto.
Dimensioni e area di sicurezza riferite a singolo 
elemento.
Distanza consigliata tra i vox 10/15 mt.","COMPOSED OF:
 
- painted tubular steel supporting elements: 133 mm
- 60 mm tubular graft made of painted steel
- perforated flower shapes made of recyclable, rotationally-moulded polyethylene
- plastic underground connecting tube
- kit with galvanised bolts and plastic plugs

free fall heigh <100 cm. grass or natural soil is 
required
Dimensions and safety area refer to the single 
element.
Raccomended minimum distance between elements 
10/15 mt.",,"Polietilene, Alluminio",,EN-1176,2,,,,Giochi statici,XED Eldorado,https://sketchfab.com/models/0b06f6b839d24a9ca7681b44f66e8553/embed,,,Vox Eldorado,,,,PARZIALE - ANDRES,,,xed20
xpa20alu,,112x112x101,<100,>3,415x415,18,18,,,,,,"COMPOSTA DA:

- tre montanti bilamellari cm 9x9 con calotta
- combinazione del quadro pallottoliere in polietilene riciclabile e del quadro shop in polietilene riciclabile da 19 mm
- kit bulloneria zincata ","COMPOSED OF:

- Glulam two-layer struts: cross section 9x9 cm
- combination of the two panels pallottoliere xpa12 and shop xpa14 made of recyclable polyethylene",,"Polietilene, Alluminio",,EN-1176,4,,,,Giochi statici,XP Plus,https://sketchfab.com/models/0d8939106fd9404bb8587c016f71f8f5/embed,,,Shop+Pallottoliere,,,,PARZIALE - ANDRES,,,xpa20 alu
xpa13alu,,112x11x108,<100,>3,412x311,,,,,,,,"COMPOSTA DA:
 
- montanti in alluminio 9x9cm lega 6060 con calotta
- quadro in polietilene riciclabile da 19 mm con tubi in acciaio inox e sfere in vari colori in materiale plastico
- kit bulloneria zincata ","COMPOSED OF:
 
 - aluminium struts
- rotationally-moulded, recyclable polyethylene panel, thickness 19 mm with stainless steel tubes and coloured plastic spheres ",,"Polietilene, Alluminio, Acciaio inox",,EN-1176,2,,,,Giochi statici,XP Plus,https://sketchfab.com/models/e05eaa6359c0463bb205bfb705ec5377/embed,,,Arcobaleno,,,,PARZIALE - ANDRES,,,xpa13 alu
xp25alu,,112x17x133,<100,>3,413x317,14,14,,,,,,"COMPOSTA DA:

 
- montanti in alluminio
- calotte e pannello in polietilene riciclabile a stampo rotazionale
- pannello centrale lavagna in forex nero
- kit bulloneria zincata con tappi plastici

gomma antitrauma non necessaria se posato su prato o terreno naturale","COMPOSED OF:


- aluminium struts
- rotationally-moulded, recyclable polyethylene panel and caps
- central blackboard panel made of black Forex 
- kit with galvanised bolts and plastic plugs

rubber safety matting is not necessary if the equipment is installed on grass or natural soil",,"Polietilene, Alluminio, Lastra HPL",,EN-1176,4,,,,Giochi statici,XP Plus,https://sketchfab.com/models/da5208e40133453386c70cefdae6bf9a/embed,,,Lavagna,,,,PARZIALE - ANDRES,,,xp25 alu
xp21alu,,112x17x133,<100,>3,413x317,14,14,,,,,,"COMPOSTA DA:

 
- montanti in alluminio
- calotte e pannello in polietilene riciclabile a stampo rotazionale
- pannello gommato con foro decentrato per pallone
- kit bulloneria zincata 

gomma antitrauma non necessaria se posato su prato o terreno naturale","COMPOSED OF:


- aluminium struts
- rotationally-moulded, recyclable polyethylene panel 
- rubberised panel with off-centre hole for ball
- kit with galvanised bolts 

rubber safety matting is not necessary if the equipment is installed on grass or natural soil",,"Polietilene, Alluminio",,EN-1176,14,,,,Giochi statici,XP Plus,https://sketchfab.com/models/6ad4a42318584406a2c984c6f110dd8d/embed,,,Pannello Calcio,,,,PARZIALE - ANDRES,,,xp21 alu
xpa10alu,,112x112x257,<100,>3,412x412,16,16,,,,,,"COMPOSTA DA:
 
- 4 montanti in legno bilamellare sez. cm 9x9 + staffe al suolo
- 1 tetto a cupola in polietilene rotazionale riciclabile
- 3 pannelli in polietilene bicolore sp. mm 19 con incisioni di cui:
    Xpa12 Pallottoliere
    pallottoliere con sfere pvc colorate su barre inox orizzontali
    Xpa13 Arcobaleno
    gioco con sfere pvc colorate su barre inox semicurve
    gioco con semisfere scorrevoli su fresature sagomate
    Xpa15 Paper/Stone
   due dischi girevoli con incisione simboli carta/forbice/sasso
   gioco con semisfere scorrevoli su fresature sagomate
- kit bulloneria zincata ","COMPOSED OF:

- four Glulam two-layer struts: cross section 9x9 cm
- cupola roof made of recyclable polyethylene
- three activity panels made of bicolour, recyclable polyethylene, thickness 19 mm composed of:
pallottoliere xpa 12
panel with stainless steel tubes and coloured plastic spheres
arcobaleno xpa13
panel with stainless steel tubes and coloured plastic spheres
paper/stone xpa15
panel with handles for ability games
- kit with galvanised bolts for assembly ",,"Polietilene, Alluminio, Acciaio inox",,EN-1176,5,,,,Giochi statici,XP Plus,https://sketchfab.com/models/f9cbc5b40feb4445b5ace3e8926b26f4/embed,,,Ludopoint,,,,PARZIALE - ANDRES,,,xpa10 alu
xpa12alu,,112x11x108,<100,>3,412x311,,,,,,,,"COMPOSTA DA:
 
- montanti in alluminio 9x9cm lega 6060 con calotta
- quadro in polietilene riciclabile da 19 mm con tubi in acciaio inox e sfere in vari colori in materiale plastico
- kit bulloneria zincata ","COMPOSED OF:
 
 - aluminium struts
- rotationally-moulded, recyclable polyethylene panel, thickness 19 mm with stainless steel tubes and coloured plastic spheres ",,"Polietilene, Alluminio, Acciaio inox",,EN-1176,2,,,,Giochi statici,XP Plus,https://sketchfab.com/models/18fa134f08c44ae4894dbdd6e7337be8/embed,,,Pallottoliere,,,,PARZIALE - ANDRES,,,xpa12 alu
xpa15alu,,112x11x108,<100,>3,412x311,,,,,,,,"COMPOSTA DA:
 
- montanti in alluminio 9x9cm lega 6060 con calotta
- quadro in polietilene riciclabile da 19 mm con disegni e manopole per il gioco di abilitá
- kit bulloneria zincata ","COMPOSED OF:
 
 - aluminium struts
- panel in recyclable polyethylene, thickness 19 mm with handles for ability games    ",,"Polietilene, Alluminio",,EN-1176,2,,,,Pannello attività,XP Plus,https://sketchfab.com/models/749267e0f77f4f3898e9ca77c360a848/embed,,,Paperstone,,,,PARZIALE - ANDRES,,,xpa15 alu
xpa14alu,,112x24x108,<100,>3,412x324,,,,,,,,"COMPOSTA DA:
 
- montanti in alluminio 9x9cm lega 6060 con calotta
- quadro in polietilene riciclabile da 19 mm con finestrino e ripiano di appoggio
- kit bulloneria zincata con tappi plastici","COMPOSED OF:
 
 - aluminium struts
- panel in recyclable polyethylene, thickness 19 mm",,"Polietilene, Alluminio",,EN-1176,2,,,,Pannello attività,XP Plus,https://sketchfab.com/models/8d2a3ede87cc433f8a5fff8091fadbc9/embed,,,Shop,,,,PARZIALE - ANDRES,,,xpa14 alu
xp24alu,,112x17x135,<100,>3,413x317,14,14,,,,,,"COMPOSTA DA:

- montanti in legno bilamellare sez. cm 9x9
- calotte e pannello in polietilene riciclabile a stampo rotazionale
- n.9 sfere girevoli in polietilene rotazionale con simboli
- kit bulloneria zincata ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm
- rotationally-moulded, recyclable polyethylene panel 
- 9 revolving spheres made of rotationally-moulded, recyclable polyethylene with symbols
- kit with galvanised bolts ",,"Polietilene, Alluminio",,EN-1176,2,,,,Pannello attività,XP Plus,https://sketchfab.com/models/bb5cef0442734ca6b2b1729570649c2a/embed,,,SoleLuna,,,,PARZIALE - ANDRES,,,xp24 alu
xp23alu,,112x23x132,<100,>3,412x315,12,12,,,,,,"COMPOSTO DA:
- montanti in alluminio
- calotte e pannello in polietilene riciclabile a stampo 
rotazionale
- n.9 sfere girevoli in polietilene rotazionale con simboli
- kit bulloneria zincata con tappi plastici
* gomma o antitrauma sfuso non necessari se il prodotto è 
installato su prato o terreno naturale."," COMPOSED OF:
- aluminium struts
- rotationally-moulded, recyclable polyethylene panel 
- 9 revolving spheres made of rotationally-moulded, recyclable 
polyethylene with symbols
- kit with galvanised bolts and plastic plugs
*rubber or loose safety matting is not required if the product 
is placed on grass or natural soil.",,"Polietilene, Alluminio",,EN-1176,2,,,,Pannello attività,XP Plus,https://sketchfab.com/models/aac7c5380f56419e9250e84a2823ca5a/embed,,,Tris Alluminio,,,"ZUSAMMENGESETZT DURCH:
- Pfosten aus Aluminium
- Kappen und Paneel aus geformtem, wiederverwertbarem Polyethylen
rotierend
- Nr.9 drehbare Polyethylen-Drehkugeln mit Symbolen
- verzinkter Schraubensatz mit Kunststoffkappen
* loses Gummi oder Anti-Trauma nicht erforderlich, wenn das Produkt
auf Rasen oder natürlichem Gelände installiert wird.",PARZIALE - ANDRES,,,xp23 alu
xp23,,112x23x132,<100,>3,412x315,12,12,,,,,,"COMPOSTA DA:

- montanti in legno bilamellare sez. cm 9x9
- calotte e pannello in polietilene riciclabile a stampo rotazionale
- n.9 sfere girevoli in polietilene rotazionale con simboli
- kit bulloneria zincata ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm
- rotationally-moulded, recyclable polyethylene panel 
- 9 revolving spheres made of rotationally-moulded, recyclable polyethylene with symbols
- kit with galvanised bolts ",,"Polietilene, Alluminio",,EN-1176,2,,,,Pannello attività,XP Plus,https://sketchfab.com/models/6b5682286efe42c689214ce7505aee9b/embed,,,Tris,,,,PARZIALE - ANDRES,,,xp23
xp30alu,,118x118x132,<100,>3,418x418,16,16,,,,,,"COMPOSTA DA:

- montanti in lega di alluminio EN A W - 6060 sez. cm 9x9
- calotte e doppio pannello in polietilene riciclabile a stampo rotazionale
- sfere girevoli in polietilene riciclabile rotazionale con simboli
- kit bulloneria zincata","COMPOSED OF:
 
- EN A W - 6060 aluminium struts: cross section 9x9 cm
- two rotationally-moulded, recyclable polyethylene panels
- 18 revolving spheres made of rotationally-moulded, recyclable polyethylene with symbols
- kit with galvanised bolts",,"Polietilene, Alluminio",,EN-1176,4,,,,Pannello attività,XP Plus,https://sketchfab.com/models/9779a9f3321f443eb51f52104ee92d78/embed,,,Angolo Tricky,,,"BESTEHEND AUS:

- Pfosten aus Aluminiumlegierung EN A W - 6060 Sekt. cm 9x9
- Kappen und Doppelplatte aus rotationsgeformtem, wiederverwertbarem Polyethylen
- rotationsgeformte, wiederverwertbare Polyethylen-Drehkugeln mit Symbolen
- verzinkter Beschlagsatz",PARZIALE - ANDRES,,,xp30 alu
xp19,,130x100x100,<100,>3,433x400,18,18,,,,,,"COMPOSTA DA:

- tubo diritto diam. cm 80 in polietilene rotazionale riciclabile
- sagome portanti in laminato hpl sp. mm 15 stondate 
- kit bulloneria zincata ","COMPOSED OF:
 
- rotationally-moulded, recyclable polyethylene straight tunnel: diameter 80 cm 
- rounded HPL supporting shapes: 15 mm thick
- kit with galvanised bolts ",,"Polietilene, Alluminio",,EN-1176,1,,,,Tunnel,XP Plus,https://sketchfab.com/models/a412345aed684ea1899bec7960dbe375/embed,,,Tunnel 130,,,,PARZIALE - ANDRES,,,xp19
xp15,,195x100x100,<100,>3,495x400,20,20,,,,,,"COMPOSTA DA:

- due tubi diritti diam. cm 80 in polietilene rotazionale riciclabile
- sagome portanti in polietilene polietilene sp. mm 19 stondate 
- kit bulloneria zincata ","COMPOSED OF:
 
- two rotationally-moulded, recyclable polyethylene straight tubes: diameter 80 cm 
- rounded polyethylene supporting shapes: 19 mm thick
- kit with galvanised bolts ",,"Polietilene, Alluminio",,EN-1176,2,,,,Tunnel,XP Plus,https://sketchfab.com/models/1539e43a347f4ecf9f32b6bdc98ca41d/embed,,,Tunnel 195,,,,PARZIALE - ANDRES,,,xp15
xcg80,,160x160x60,<100,>3,Ø560,33,33,,,,,,"COMPOSTA DA:

- struttura tubolare monoblocco acciaio zincato e verniciato
- pianale calpestio in multistrato antisdrucciolo sp. mm 21
- seduta e volantino in polietilene colorato sp. mm 19
- meccanismo a cuscinetti autolubrificanti 
- copribulloni in polietilene riciclabile rotazionale","COMPOSED OF:
 
- monobloc galvanised, painted, steel tubular structure
- non-slip plywood platform: 21 mm thick
-polyetylene laminate seat and wheel: 19 mm thick
- mechanism with self-lubricating bearings",,"Acciaio, Polietilene",,EN-1176,8,,,,Giostra,XC Classic,https://sketchfab.com/models/828a82f65641442ab2e547361cc04ac0/embed,,,,,,,PARZIALE - ANDRES,,,xcg80
xcg150,,165x165x72,<100,>3,Ø565,33,33,,,,,,"COMPOSTA DA:

-telaio tubolare in alluminio 
-corpo a stampo unico in polietilene rotazionale riciclabile 
- volantino e seduta in polietilene bicolore sp.mm19 riciclabile 
- meccanismo a cuscinetti autolubrificanti
","COMPOSED OF:

-aluminium tubular frame
-single mould body made of rotationally-moulded recyclable polyethylene
-wheel and seat made of recyclable polyethylene, double colour panel, thickness 19mm
-mechanism with self-lubricating bearings
",,"Acciaio inox, Polietilene, Alluminio",,EN-1176,8,,,,Giostra,XC Classic,https://sketchfab.com/models/5605f24147674e83898c03e7ad77d02f/embed,,,,,,,PARZIALE - ANDRES,,,xcg150
xcg120,,120x120x74,<100,>3,Ø520,27,27,,,,,,"COMPOSTA DA:

- telaio tubolare in acciaio inox sabbiato
- corpo a stampo unico in polietilene rotazionale riciclabile
- volantino in polietilene colorato sp. mm 19
- meccanismo a cuscinetti autolubrificanti","COMPOSED OF:
 
- sandblasted stainless steel tubular frame
- single mould body made of rotationally-moulded recyclable polyethylene
- polyethylene wheel: 19 mm thick
- mechanism with self-lubricating bearings",,"Acciaio inox, Polietilene",,EN-1176,5,,,,Giostra,XC Classic,https://sketchfab.com/models/b2946daf050c4a06a2b123cd2826924a/embed,,,,,,,PARZIALE - ANDRES,,,xcg120
xcg170,,150x150x79.6,<100,>3,Ø550,"30,25","30,25",,,,,,"COMPOSTA DA:

- Parapetto in acciaio saldatura TIG a sezione rotonda Ψ 40mm
- Cinghia di sicurezza in poliestere rinforzato con fili metallici e chiusura tipo automobilistica
- Base di calpestio in alluminio mandorlato
- Sottostruttura ad incasso con n° 6 ruote di appoggio e n° 1 perno centrale
","COMPOSED OF:

- TIG-welded steel guardrail with round cross-section Ψ 40mm
- Safety belt in wire-reinforced polyester and automotive type closure
- Alloyed aluminium walking base
- Recessed substructure with No. 6 support wheels and No. 1 central pivot",,Alluminio,,EN-1176,3,,,,Giostra,XC Classic,https://sketchfab.com/models/651d6fd67ddd42a4b2f97452fd43850c/embed,,,,,,,PARZIALE,,,xcg170
sassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sassi
